小区内美容院环境管理不善,文化生活,抱怨,低
社区开展急救知识普及活动,安全治理,表扬,低
垃圾分类积分系统管理混乱,环境卫生,抱怨,低
物业协助安装智能门禁管理,安全治理,表扬,低
小区内烧烤店环境管理混乱,环境卫生,抱怨,中
社区组织春节传统文化推广,文化生活,表扬,低
楼道内弱电井环境管理差,安全治理,抱怨,低
物业及时修复公共设施管理,安全治理,表扬,中
小区内培训机构管理不规范,文化生活,抱怨,低
社区开展交通安全综合治理,安全治理,表扬,低
垃圾分类督导员工作不到位,环境卫生,抱怨,低
物业协调安装便民设施管理,安全治理,表扬,低
小区内餐饮店环境管理混乱,环境卫生,抱怨,中
社区组织重阳节文化传承活动,文化生活,表扬,低
楼道内消防设施管理不规范,安全治理,抱怨,中
物业及时清理排水系统管理,环境卫生,表扬,低
小区内KTV经营管理混乱,文化生活,抱怨,中
社区开展防诈骗综合治理,安全治理,表扬,低
垃圾分类点环境管理混乱,环境卫生,抱怨,中
物业协助安装电动车充电管理,安全治理,表扬,中
小区内水果店环境管理混乱,环境卫生,抱怨,中
社区组织端午节文化管理活动,文化生活,表扬,低
楼道内电缆井环境管理差,安全治理,抱怨,中
物业及时修复电梯运行管理,安全治理,表扬,高
小区内美容院经营管理混乱,文化生活,抱怨,低
社区开展消防安全管理活动,安全治理,表扬,低
垃圾分类宣传管理不到位,环境卫生,抱怨,低
物业协调安装公共健身管理,安全治理,表扬,低
小区内餐饮店油烟管理混乱,环境卫生,抱怨,中
社区组织中秋文化管理活动,文化生活,表扬,低
楼道内应急设施管理不规范,安全治理,抱怨,中
物业及时清理化粪池管理,环境卫生,表扬,中
小区内培训机构经营管理混乱,文化生活,抱怨,低
社区开展应急救援管理活动,安全治理,表扬,低
垃圾分类积分管理不合理,环境卫生,抱怨,低
物业协助安装安防系统管理,安全治理,表扬,低
小区内烧烤店经营管理混乱,环境卫生,抱怨,中
社区组织春节文化管理活动,文化生活,表扬,低
楼道内电表箱管理不规范,安全治理,抱怨,低
物业及时修复公共区域管理,安全治理,表扬,中
小区内水果店经营管理混乱,环境卫生,抱怨,中
社区开展亲子文化管理活动,文化生活,表扬,低
健身器材维护管理不到位,安全治理,抱怨,中
物业协调解决交通管理混乱,交通管理,表扬,中
小区内美容院垃圾管理混乱,环境卫生,抱怨,低
社区组织重阳节文化管理活动,文化生活,表扬,低
楼道内消防通道管理混乱,安全治理,抱怨,中
物业及时清理排水管理问题,环境卫生,表扬,低
小区内KTV环境管理混乱,文化生活,抱怨,中
社区开展防溺水管理活动,安全治理,表扬,低
垃圾分类督导员管理混乱,环境卫生,抱怨,低
物业协助安装便民服务管理,安全治理,表扬,低
小区内餐饮店卫生管理混乱,环境卫生,抱怨,中
社区组织端午节文化治理活动,文化生活,表扬,低
text,category,emotion,urgency
社区党群服务中心办事效率高，工作人员服务热情周到,民生服务,表扬,低
社区老年食堂菜品丰富，价格实惠，深受老年人欢迎,民生服务,表扬,低
社区卫生服务站医生专业耐心，方便居民就近就医,医疗卫生,表扬,低
社区网格员定期走访独居老人，及时了解生活需求,民生服务,表扬,低
社区新时代文明实践站活动丰富多彩，居民参与积极,文化生活,表扬,低
社区退役军人服务站帮扶到位，解决实际困难,民生服务,表扬,低
社区志愿者队伍组织有序，在疫情防控中发挥重要作用,民生服务,表扬,低
社区矛盾纠纷调解室专业公正，化解邻里纠纷,社区治理,表扬,低
社区便民服务中心一站式服务，办事便捷高效,社区治理,表扬,低
社区残疾人康复站设施完善，服务贴心周到,民生服务,表扬,低
社区微型消防站配备齐全，应急处置能力强,安全治理,表扬,低
社区智慧养老平台功能完善，方便老年人生活,民生服务,表扬,低
社区儿童之家环境温馨，活动内容丰富,民生服务,表扬,低
社区红色书屋藏书丰富，阅读氛围浓厚,文化生活,表扬,低
社区科普教育基地设备先进，科普效果好,文化生活,表扬,低
社区文化广场设施完善，居民休闲娱乐好去处,安全治理,表扬,低
社区健身路径维护良好，满足居民锻炼需求,安全治理,表扬,低
社区电动车集中充电桩安全方便，管理规范,安全治理,表扬,低
社区垃圾分类示范点运行规范，分类效果显著,环境卫生,表扬,低
社区雨污分流改造工程质量好，改善居住环境,安全治理,表扬,低
社区口袋公园设计精美，提升社区品质,环境卫生,表扬,低
社区智能安防系统运行稳定，安全保障有力,安全治理,表扬,低
社区电动车智能充电桩使用便捷，安全可靠,安全治理,表扬,低
社区便民菜市场管理规范，菜品新鲜价格公道,民生服务,表扬,低
社区四点半课堂管理有序，解决家长后顾之忧,民生服务,表扬,低
社区党群服务中心办事流程复杂，需要多次跑腿,社区治理,抱怨,中
社区老年食堂菜品单一，不符合老年人口味,民生服务,抱怨,低
社区卫生服务站药品不全，经常需要外出购药,医疗卫生,抱怨,中
社区网格员走访流于形式，未能真正解决问题,民生服务,抱怨,低
社区新时代文明实践站活动形式单一，缺乏吸引力,文化生活,抱怨,低
社区退役军人服务站帮扶政策宣传不到位,民生服务,抱怨,低
社区志愿者队伍管理松散，服务效果不明显,民生服务,抱怨,低
社区矛盾纠纷调解室调解效率低，问题久拖不决,社区治理,抱怨,中
社区便民服务中心窗口设置不合理，排队时间长,社区治理,抱怨,中
社区残疾人康复站开放时间短，无法满足需求,民生服务,抱怨,低
社区微型消防站设备维护不及时，存在安全隐患,安全治理,抱怨,中
社区智慧养老平台操作复杂，老年人使用困难,民生服务,抱怨,低
社区儿童之家活动空间不足，设施陈旧,民生服务,抱怨,低
社区红色书屋开放时间不固定，借阅不便,文化生活,抱怨,低
社区科普教育基地设备老化，体验效果差,文化生活,抱怨,低
社区文化广场照明不足，晚间活动受限,安全治理,抱怨,中
社区健身器材损坏维修不及时，存在安全隐患,安全治理,抱怨,中
社区电动车充电桩数量不足，充电排队时间长,安全治理,抱怨,中
社区垃圾分类点设置不合理，距离居民楼太近,环境卫生,抱怨,中
社区雨污分流工程施工时间长，影响居民出行,安全治理,抱怨,中
社区口袋公园维护不到位，环境卫生差,环境卫生,抱怨,低
社区智能安防系统经常误报，影响正常生活,安全治理,抱怨,低
社区电动车充电桩管理混乱，存在安全隐患,安全治理,抱怨,中
社区便民菜市场环境卫生差，管理不规范,环境卫生,抱怨,中
社区四点半课堂师资力量不足，教学质量不高,民生服务,抱怨,低
社区主干道乱停车现象严重，影响交通通行,交通管理,抱怨,中
社区商业街商铺占道经营，阻碍行人通行,环境卫生,抱怨,中
社区在建工地夜间施工，噪音扰民严重,社区治理,抱怨,高
社区广场舞音响音量过大，影响居民休息,社区治理,抱怨,中
社区宠物医院医疗废物处理不当，存在卫生隐患,环境卫生,抱怨,中
社区教育培训机构宣传扰民，影响居民生活,环境卫生,抱怨,低
社区餐饮店油烟排放超标，污染空气质量,环境卫生,抱怨,中
社区美容院顾客停车混乱，堵塞消防通道,交通管理,抱怨,中
社区水果店喇叭叫卖声过大，噪音扰民,社区治理,抱怨,低
社区便利店占用人行道经营，影响行人通行,环境卫生,抱怨,低
社区药店夜间广告灯箱过亮，光污染严重,环境卫生,抱怨,低
社区洗衣店化学试剂气味扩散，影响周边住户,环境卫生,抱怨,中
社区网吧通宵营业，人员嘈杂影响休息,社区治理,抱怨,中
社区健身房音乐声音过大，低频震动扰民,社区治理,抱怨,中
社区咖啡厅外摆区域管理混乱，影响市容,环境卫生,抱怨,低
社区书店占道摆放图书，阻碍行人通行,环境卫生,抱怨,低
社区花店浇水污水横流，影响环境卫生,环境卫生,抱怨,低
社区理发店音响音量过大，影响周边住户,社区治理,抱怨,低
社区银行ATM机区域照明不足，存在安全隐患,安全治理,抱怨,中
社区邮局快递堆放混乱，影响通行,环境卫生,抱怨,低
社区电信营业厅排队系统故障，办事效率低,社区治理,抱怨,低
社区移动营业厅宣传单随意散发，影响环境,环境卫生,抱怨,低
社区联通营业厅夜间灯箱过亮，影响居民休息,环境卫生,抱怨,低
社区供电营业厅服务窗口少，等待时间长,社区治理,抱怨,中
社区供水营业厅缴费系统经常故障,社区治理,抱怨,低
社区供气营业厅安全宣传不到位,安全治理,抱怨,低
社区供热营业厅投诉处理效率低,社区治理,抱怨,中
社区行政服务中心办事指南不清晰,社区治理,抱怨,低
社区司法所法律援助宣传不到位,民生服务,抱怨,低
社区派出所巡逻频次不足，治安隐患大,安全治理,抱怨,中
社区消防站应急响应速度慢,安全治理,抱怨,高
社区市场监管所对商铺监管不到位,环境卫生,抱怨,中
社区城管执法队对占道经营整治不力,环境卫生,抱怨,中
社区环卫所垃圾清运不及时，堆积严重,环境卫生,抱怨,中
社区园林所绿化养护不到位，树木枯死,环境卫生,抱怨,低
社区住建部门对违建查处不力,社区治理,抱怨,中
社区教育部门对培训机构监管缺失,民生服务,抱怨,低
社区卫健部门疫情防控指导不到位,医疗卫生,抱怨,中
社区民政部门困难群众帮扶不及时,民生服务,抱怨,中
社区人社部门就业服务信息更新慢,社区治理,抱怨,低
社区医保部门政策宣传不到位,医疗卫生,抱怨,低
社区残联残疾人服务不够细致,民生服务,抱怨,低
社区工会职工服务活动少,民生服务,抱怨,低
社区共青团青少年活动缺乏创新,文化生活,抱怨,低
社区妇联妇女权益保护宣传不够,民生服务,抱怨,低
社区侨联为侨服务工作不到位,民生服务,抱怨,低
社区台联对台胞服务不够贴心,民生服务,抱怨,低
社区工商联对企业服务不够主动,社区治理,抱怨,低
社区科协科普活动形式单一,文化生活,抱怨,低
社区文联文艺活动缺乏特色,文化生活,抱怨,低
社区作协文学创作氛围不浓,文化生活,抱怨,低
社区记协新闻宣传工作不到位,文化生活,抱怨,低
社区红十字会应急救护培训少,医疗卫生,抱怨,低
社区慈善协会募捐活动透明度不够,民生服务,抱怨,低
社区志愿者协会组织管理不规范,民生服务,抱怨,低
社区老年协会活动内容单一,民生服务,抱怨,低
社区残疾人协会帮扶措施不够,民生服务,抱怨,低
社区妇女协会维权服务不到位,民生服务,抱怨,低
社区青少年协会活动缺乏吸引力,文化生活,抱怨,低
社区儿童协会关爱活动不够,民生服务,抱怨,低
社区业主委员会履职不到位,社区治理,抱怨,中
社区物业公司服务响应慢,民生服务,抱怨,中
社区业委会与物业沟通不畅,社区治理,抱怨,中
社区居委会工作效率低,社区治理,抱怨,中
社区工作站人员服务态度差,社区治理,抱怨,低
社区综治中心矛盾调解效果差,社区治理,抱怨,中
社区警务室治安巡逻不到位,安全治理,抱怨,中
社区消防工作室设备维护差,安全治理,抱怨,中
社区法律援助中心服务不够专业,民生服务,抱怨,低
社区心理咨询室开放时间短,医疗卫生,抱怨,低
社区就业服务中心岗位信息少,社区治理,抱怨,低
社区社保服务中心办事流程复杂,社区治理,抱怨,中
社区医保服务中心报销速度慢,医疗卫生,抱怨,中
社区不动产登记中心等待时间长,社区治理,抱怨,中
社区税务分局政策解读不清晰,社区治理,抱怨,低
社区工商所企业注册效率低,社区治理,抱怨,中
社区质监所商品质量监管不到位,环境卫生,抱怨,低
